bestaetigung-berechtigung-ja,"Die gesuchstellende Person bestätigt, dass sie die Berechtigung auf das eBau Dossier hat. Sofern das Baugesuch nicht durch die gesuchstellende Person selbst, sondern durch eine Drittperson (z.B. Vertretung, Architekt(in), Projektverfasser(in) etc.) in eBau erfasst wurde, bestätigt diese Drittperson, welche das Baugesuch ausgefüllt hat, dass sie der gesuchstellenden Person bzw. der Bauherrschaft die Berechtigung (via Tab «Berechtigungen») auf das eBau Dossier erteilt hat.","La persona richiedente conferma di essere autorizzata ad accedere al dossier eBau. Se la domanda di costruzione non viene registrata in eBau dalla persona richiedente, bensì da una terza persona (ad es. rappresentante, architetta/o, progettista, ecc.), la terza persona che ha compilato la domanda di costruzione conferma di aver concesso alla persona richiedente o alla committenza i diritti per accedere al dossier in eBau (nella scheda «Diritti»)."
bestaetigung-energienachweise-ja,"Der/die Gesuchsteller/in nimmt zur Kenntnis, dass je nach Bauvorhaben Energienachweise einzureichen sind (für Formular, Gesetze und Protokolle siehe Info-Button).","La persona richiedente prende atto che, a seconda del progetto di costruzione, dovranno essere inoltrati i certificati energetici (per consultare modulo, leggi e protocolli cliccare sul pulsante Info)."
bestaetigung-radon-ja,"Die Bauherrschaft bestätigt, dass die erforderlichen Massnahmen zum Schutz vor erhöhten Radongaskonzentrationen nach den anerkannten Regeln der Baukunde getroffen werden (siehe Info-Button). Die Bauherrschaft hat zur Kenntnis genommen, dass die Bauabnahme grundsätzlich auch eine Radonmessung umfassen kann.",La committenza conferma che sono state adottate le misure necessarie secondo le regole riconosciute dell'arte di costruire per la protezione da concentrazioni elevate di radon (vedi pulsante Info). La committenza ha preso atto che di principio il collaudo può comprendere anche una misurazione del radon.
bestaetigung-rechtsgueltigkeit-ja,"Der/die Gesuchsteller/in resp. die bevollmächtigte Vertretung bestätigt mit rechtsgültiger Unterschrift, dass die elektronisch übermittelten Daten vollständig und wahrheitsgetreu ausgefüllt worden sind.",La persona richiedente risp. la persona autorizzata a rappresentarla conferma con firma valida che i dati trasmessi elettronicamente sono stati compilati in modo completo e veritiero.
bestehender-abflussloser-sammelschacht-ja,Ja,sì
bestehender-abflussloser-sammelschacht-nein,Nein,no
besteht-ein-saisonaler-unterschied-in-der-auslastung-der-anlage-ja,Ja,sì
besteht-ein-saisonaler-unterschied-in-der-auslastung-der-anlage-nein,Nein,no
betriebsstunden-auf-display-holzfeuerung-ja,Ja,sì
betriebsstunden-auf-display-holzfeuerung-nein,Nein,no
betriebsstunden-auf-display-ja,Ja,sì
betriebsstunden-auf-display-nein,Nein,no
betriebsstunden-auf-display-oel-gasfeuerung-ja,Ja,sì
betriebsstunden-auf-display-oel-gasfeuerung-nein,Nein,no
betriebsstunden-auf-display-rauchgasbehandlung-ja,Ja,sì
betriebsstunden-auf-display-rauchgasbehandlung-nein,Nein,no
bewilligung-gefaehrdete-bereiche-ja,Ja,sì
bewilligung-gefaehrdete-bereiche-nein,Nein,no
bewirtschaftung-durch-eigentuemer,Eigentümer,Proprietaria/o
bewirtschaftung-durch-paechter,Pächter,Persona affittuaria
biogener-brennstoff-andere,Andere,Altro
biogener-brennstoff-ara-klaergas,ARA-Klärgas,Gas di depurazione IDA
biogener-brennstoff-biogas-aus-landwirtschaft,Biogas aus Landwirtschaft,Biogas agricolo
biogener-brennstoff-biogas-faulgas,Biogas-Faulgas,Biogas di depurazione
biogener-brennstoff-feuerungsanlage-ara-klaergas,ARA-Klärgas,Gas di depurazione IDA
biogener-brennstoff-feuerungsanlage-biogas-faulgas,Biogas - Faulgas,Biogas di depurazione
biogener-brennstoff-holzgas-inputmaterial,"Holzgas, Inputmaterial","Gas di legno, materiale in entrata"
biogener-brennstoff-zuendstrahlbetrieb,Zündstrahlbetrieb,Motore a getto
blitzschutzanlage-blitzschutzsystem,Das Blitzschutzsystem wird gemäss den Regeln der Technik angeschlossen,Il sistema parafulmine viene allacciato in conformità alle regole della tecnica
blitzschutzanlage-kein-blitzschutzsystem,Kein Blitzschutzsystem vorhanden,Nessun sistema parafulmine disponibile
bodenbelaege-aus-beton-ja,Ja,sì
bodenbelaege-aus-beton-nein,Nein,no
bodenbelaege-im-treppenhaus-brennbar,Brennbar,infiammabile
bodenbelaege-im-treppenhaus-keine,Keine,nessuno
bodenbelaege-im-treppenhaus-nicht-brennbar,Nicht brennbar,non infiammabile
bodenbelaege-in-korridoren-brennbar,Brennbar,infiammabile
bodenbelaege-in-korridoren-keine,Keine,nessuno
bodenbelaege-in-korridoren-nicht-brennbar,Nicht brennbar,non infiammabile
bodenbelag-laufhof-dicht,Beton (= dichte Beläge),Calcestruzzo (= rivestimento stagno)
bodenbelag-laufhof-spaltenboden,Spaltenboden,Pavimento a griglia
bodenbelag-laufhof-undicht,Ecoraster / Rasengittersteine / Kies / Sand (= undichte Beläge),Ecoraster / griglie da prato / ghiaia / sabbia (= rivestimenti non stagni)
bodenbelag-laufhof-verbundsteine,Verbundsteine,Elementi autobloccanti
bodenkundliches-fachgutachten-ja,Bodenkundliches Fachgutachten,Perizia pedologica
bohrungen-oder-grabarbeiten-ja,Ja,sì
bohrungen-oder-grabarbeiten-nein,Nein,no
branche-abbau-und-verarbeitung-von-steinen-und-erden,Abbau und Verarbeitung von Steinen und Erden,Estrazione e lavorazione di pietre e terra
branche-andere,Andere,Altro
branche-baugewerbe,Baugewerbe,Edilizia
branche-chemische-industrie,Chemische Industrie,Industria chimica
branche-dienstleistungen,Dienstleistungen,Servizi
branche-handel,Handel,Commercio
branche-holzverarbeitung,Holzverarbeitung,Lavorazione del legno
branche-kunststoffverarbeitung,Kunststoffverarbeitung,Lavorazione di materie sintetiche
branche-metall-maschinenindustrie,Metall- / Maschinenindustrie,Industria del metallo e delle macchine
branche-nahrungs-und-futtermittelindustrie,Nahrungs- und Futtermittelindustrie,Industria alimentare e degli alimenti per animali
branche-textilindustrie,Textilindustrie,Industria tessile
brandschutzkonzept-ja,Brandschutzkonzept,Strategia antincendio
brandschutzplaene-inkl-grundrisse-schnitte-fassaden-und-gegebenenfalls-brandschutzkonzept-ja,"Brandschutzpläne inkl. Grundrisse, Schnitte, Fassaden und gegebenenfalls Brandschutzkonzept","Piani antincendio incl. planimetrie, sezioni, facciate ed eventualmente strategia di protezione antincendio"
brandschutzplaene-ja,"Brandschutzpläne inkl. Grundrisse, Schnitte, Fassaden","Piani di protezione antincendio incl. planimetrie, sezioni, facciate"
brennstoff-andere,Andere,Altro
brennstoff-feste-brennstoffe,Feste Brennstoffe,Combustibili solidi
brennstoff-gas,Gas,Gas
brennstoff-oel,Öl,Olio
brennstofftyp-andere,Andere,Altro
brennstofftyp-biogener-brennstoff,Biogener Brennstoff,Combustibile biogeno
brennstofftyp-feuerungsanlage-andere,Andere,Altro
brennstofftyp-feuerungsanlage-biogener-brennstoff,Biogener Brennstoff,Combustibile biogeno
brennstofftyp-feuerungsanlage-normierter-brennstoff,Normierter Brennstoff,Combustibile conforme alle norme vigenti
brennstofftyp-fossiler-brennstoff,Normierter fossiler Brennstoff,Combustibile fossile conforme alle norme vigenti
brennstoffverbrauch-holzfeuerung-kgh,kg/h,kg/h
brennstoffverbrauch-holzfeuerung-m3h,m³/h,m³/h
brennstoffverbrauch-kgh,kg/h,kg/h
brennstoffverbrauch-mh,m³/h,m³/h
chemische-bodenbelastung-ja,Ja,sì
chemische-bodenbelastung-nein,Nein,no
dachausrichtung-sued,Süd,Sud
dachausrichtung-sued-ost,Süd-Ost,Sud-est
dachausrichtung-sued-west,Süd-West,Sud-ovest
dachtyp-flachdach,Flachdach,Tetto piano
dachtyp-schraegdach,Schrägdach,Tetto inclinato
das-bauvorhaben-befindet-sich-in-archaeologiezone,Archäologiezone oder archäologische Schutzzone,Zona archeologica o zona di protezione archeologica
das-bauvorhaben-befindet-sich-in-gefahrenzone,Gefahrenzone,Zona di pericolo
das-bauvorhaben-befindet-sich-in-gewaesserschutzbereich,Gewässerschutzbereich oder -schutzzonen,Settore o zone di protezione delle acque
das-bauvorhaben-befindet-sich-in-kataster-belasteter-standorte,Kataster belasteter Standorte,Catasto dei siti inquinati
das-bauvorhaben-befindet-sich-in-laermvorbelastetes-gebiet,"Lärmvorbelastetes Gebiet (Strasse, Bahn)","Zona già esposta ai rumori (strada, ferrovia)"
das-ganze-jahr-in-betrieb-ja,Ja,sì
das-ganze-jahr-in-betrieb-nein,Nein,no
dauer-der-entnahme-staendig,Ständig,Permanente
dauer-der-entnahme-temporaer,Temporär,Temporaneo
deckenverkleidung-in-fluchtwegen-brennbar,Brennbar (bestehender Zustand),infiammabile (stato esistente)
deckenverkleidung-in-fluchtwegen-keine,Keine,nessuno
deckenverkleidung-in-fluchtwegen-nicht-brennbar,Nicht brennbar,non infiammabile
de-no-bhkw-ja,Ja,sì
de-no-bhkw-nein,Nein,no
details-alternativenergien-andere,Andere,Altro
details-alternativenergien-fernheizung,Fernheizung,Rete di teleriscaldamento
details-alternativenergien-solaranlage,Solaranlage,Impianto solare
dispositionsplan-heizungsraum-ja,Dispositionsplan Heizungsraum / Technikraum,Piano di disposizione del locale riscaldamento / locale tecnico
einbauart-erdverlegt,Erdverlegt (Unterflur),Interrato (sotterraneo)
einbauart-im-freien,Im Freien (Überflur),All'esterno (in superficie)
einbauart-im-gebaeude,Im Gebäude,Nell'edificio
einbauart-metallkasten,Metallkasten,Armadio metallico
einfache-brandschutzplaene-ja,Einfache Brandschutzpläne,Piani antincendio semplici
eingabequittung-korrekt-ja,Ja,sì
eingabequittung-korrekt-nein,Nein,no
eingangskontrolle-ja,Ja,sì
eingangskontrolle-nein,Nein,no
einleitung-des-verfahrens-ja,"Ich nehme zur Kenntnis, dass das Verfahren erst eingeleitet wird, wenn die Eingabequittung ausgedruckt und unterzeichnet bei der Standortgemeinde eingereicht wurde. Diese wird automatisch generiert, wenn das Gesuch eingereicht wurde.","Prendo atto del fatto che la procedura viene avviata solo dopo che la ricevuta è stata stampata, firmata e trasmessa al comune di ubicazione. La ricevuta viene generata automaticamente quando dopo aver trasmesso la domanda."
einleitungsbewilligung-ja,Ja,sì
einleitungsbewilligung-nein,Nein,no
einliegerwohnung-max-25-zimmer-mit,Mit,Con
einliegerwohnung-max-25-zimmer-ohne,Ohne,Senza
einreichen-button-eingereicht,Eingereicht,Trasmessa
einsatz-des-grundwassers-andere,Andere,Altro
einsatz-des-grundwassers-bewaesserung,Bewässerung,Irrigazione
einverstaendnis-grundeigentuemerin-vorhanden-ja,Ja,sì
einverstaendnis-grundeigentuemerin-vorhanden-nein,Nein,no
elektrisch-kombiniert-ja,Ja,sì
elektrisch-kombiniert-nein,Nein,no
emissionserklaerung-ja,Ja,sì
emissionserklaerung-nein,Nein,no
emissionsmessungen-ja,Ja,sì
emissionsmessungen-nein,Nein,no
energie-waermequelle-heizung-7500,Keine,nessuno
energie-waermequelle-heizung-7501,Luft,Aria
energie-waermequelle-heizung-7510,Erdwärme (generisch),Geotermia (generica)
energie-waermequelle-heizung-7511,Erdwärmesonde,Sonda geotermica
energie-waermequelle-heizung-7512,Erdregister,Scambiatore geotermico
energie-waermequelle-heizung-7513,"Wasser (Grundwasser, Oberflächenwasser, Abwasser)","Acqua (acque sotterranee, acque di superficie, acque residue)"
energie-waermequelle-heizung-7520,Gas,Gas
energie-waermequelle-heizung-7530,Heizöl,Olio da riscaldamento
energie-waermequelle-heizung-7540,Holz (generisch),Legna (generica)
energie-waermequelle-heizung-7541,Holz (Stückholz),Legna (ceppi)
energie-waermequelle-heizung-7542,Holz (Pellets),Legna (granulati pellet)
energie-waermequelle-heizung-7550,Abwärme (innerhalb des Gebäudes),Scarichi termici (nell'edificio)
energie-waermequelle-heizung-7560,Elektrizität,Elettricità
energie-waermequelle-heizung-7570,Sonne (thermisch),Sole (termico)
energie-waermequelle-heizung-7580,Fernwärme (generisch),Calore prodotto a distanza (generico)
energie-waermequelle-heizung-7581,Fernwärme (Hochtemperatur),Calore prodotto a distanza (alta temperatura)
energie-waermequelle-heizung-7582,Fernwärme (Niedertemperatur),Calore prodotto a distanza (bassa temperatura)
energie-waermequelle-heizung-7598,Unbestimmt,Indeterminata
energie-waermequelle-heizung-7599,Andere,Altro
energie-waermequelle-heizung-abwaerme,Abwärme (innerhalb des Gebäudes),Scarichi termici (nell'edificio)
energie-waermequelle-heizung-andere,Andere,Altro
energie-waermequelle-heizung-elektrizitaet,Elektrizität,Elettricità
energie-waermequelle-heizung-erdregister,Erdregister,Scambiatore geotermico
energie-waermequelle-heizung-erdwaerme-generisch,Erdwärme (generisch),Geotermia (generica)
energie-waermequelle-heizung-erdwaermesonde,Erdwärmesonde,Sonda geotermica
energie-waermequelle-heizung-fernwaerme-generisch,Fernwärme (generisch),Calore prodotto a distanza (generico)
energie-waermequelle-heizung-fernwaerme-hochtemperatur,Fernwärme (Hochtemperatur),Calore prodotto a distanza (alta temperatura)
energie-waermequelle-heizung-fernwaerme-niedertemperatur,Fernwärme (Niedertemperatur),Calore prodotto a distanza (bassa temperatura)
energie-waermequelle-heizung-gas,Gas,Gas
energie-waermequelle-heizung-heizoel,Heizöl,Olio da riscaldamento
energie-waermequelle-heizung-holz-generisch,Holz (generisch),Legna (generica)
energie-waermequelle-heizung-holz-pellets,Holz (Pellets),Legna (granulati pellet)
energie-waermequelle-heizung-holz-stueckholz,Holz (Stückholz),Legna (ceppi)
energie-waermequelle-heizung-keine,Keine,nessuno
energie-waermequelle-heizung-luft,Luft,Aria
energie-waermequelle-heizung-noch-nicht-festgelegt,Noch nicht festgelegt,Non ancora stabilita
energie-waermequelle-heizung-sonne-thermisch,Sonne (thermisch),Sole (termico)
energie-waermequelle-heizung-unbestimmt,Unbestimmt,Indeterminata
energie-waermequelle-heizung-wasser,"Wasser (Grundwasser, Oberflächenwasser, Abwasser)","Acqua (acque sotterranee, acque di superficie, acque residue)"
energie-waermequelle-warmwasser-7500,Keine,nessuno
energie-waermequelle-warmwasser-7501,Luft,Aria
energie-waermequelle-warmwasser-7510,Erdwärme (generisch),Geotermia (generica)
energie-waermequelle-warmwasser-7511,Erdwärmesonde,Sonda geotermica
gebaeudevolumen-less-3000,< 3'000m³,< 3'000m³
energie-waermequelle-warmwasser-7512,Erdregister,Scambiatore geotermico
energie-waermequelle-warmwasser-7513,"Wasser (Grundwasser, Oberflächenwasser, Abwasser)","Acqua (acque sotterranee, acque di superficie, acque residue)"
energie-waermequelle-warmwasser-7520,Gas,Gas
energie-waermequelle-warmwasser-7530,Heizöl,Olio da riscaldamento
energie-waermequelle-warmwasser-7540,Holz (generisch),Legna (generica)
energie-waermequelle-warmwasser-7541,Holz (Stückholz),Legna (ceppi)
energie-waermequelle-warmwasser-7542,Holz (Pellets),Legna (granulati pellet)
energie-waermequelle-warmwasser-7550,Abwärme (innerhalb des Gebäudes),Scarichi termici (nell'edificio)
energie-waermequelle-warmwasser-7560,Elektrizität,Elettricità
energie-waermequelle-warmwasser-7570,Sonne (thermisch),Sole (termico)
energie-waermequelle-warmwasser-7580,Fernwärme (generisch),Calore prodotto a distanza (generico)
energie-waermequelle-warmwasser-7581,Fernwärme (Hochtemperatur),Calore prodotto a distanza (alta temperatura)
energie-waermequelle-warmwasser-7582,Fernwärme (Niedertemperatur),Calore prodotto a distanza (bassa temperatura)
energie-waermequelle-warmwasser-7598,Unbestimmt,Indeterminata
energie-waermequelle-warmwasser-7599,Andere,Altro
energie-waermequelle-warmwasser-abwaerme-innerhalb-des-gebaeudes,Abwärme (innerhalb des Gebäudes),Scarichi termici (nell'edificio)
energie-waermequelle-warmwasser-andere,Andere,Altro
energie-waermequelle-warmwasser-elektrizitaet,Elektrizität,Elettricità
energie-waermequelle-warmwasser-erdregister,Erdregister,Scambiatore geotermico
energie-waermequelle-warmwasser-erdwaerme-generisch,Erdwärme (generisch),Geotermia (generica)
energie-waermequelle-warmwasser-erdwaermesonde,Erdwärmesonde,Sonda geotermica
energie-waermequelle-warmwasser-fernwaerme-generisch,Fernwärme (generisch),Calore prodotto a distanza (generico)
energie-waermequelle-warmwasser-fernwaerme-hochtemperatur,Fernwärme (Hochtemperatur),Calore prodotto a distanza (alta temperatura)
energie-waermequelle-warmwasser-fernwaerme-niedertemperatur,Fernwärme (Niedertemperatur),Calore prodotto a distanza (bassa temperatura)
energie-waermequelle-warmwasser-gas,Gas,Gas
energie-waermequelle-warmwasser-heizoel,Heizöl,Olio da riscaldamento
energie-waermequelle-warmwasser-holz-generisch,Holz (generisch),Legna (generica)
energie-waermequelle-warmwasser-holz-pellets,Holz (Pellets),Legna (granulati pellet)
energie-waermequelle-warmwasser-holz-stueckholz,Holz (Stückholz),Legna (ceppi)
energie-waermequelle-warmwasser-keine,Keine,nessuno
energie-waermequelle-warmwasser-luft,Luft,Aria
energie-waermequelle-warmwasser-noch-nicht-festgelegt,Noch nicht festgelegt,Non ancora stabilita
energie-waermequelle-warmwasser-sonne-thermisch,Sonne (thermisch),Sole (termico)
energie-waermequelle-warmwasser-unbestimmt,Unbestimmt,Indeterminata
energie-waermequelle-warmwasser-wasser,"Wasser (Grundwasser, Oberflächenwasser, Abwasser)","Acqua (acque sotterranee, acque di superficie, acque residue)"
entgegennahme-berechtigt-ja,Ja,sì
entgegennahme-berechtigt-nein,Nein,no
entwaesserung-guellegrube-ja,Ja,sì
entwaesserung-guellegrube-nein,Nein,no
entwaesserung-guellegrube-warum-nicht-einleitung-in-ara,Einleitung in Abwasserreinigungsanlage (ARA),Immissione in un impianto di depurazione delle acque di scarico (IDA)
entwaesserung-guellegrube-warum-nicht-keine-milchproduktion,Keine Milchproduktion,Nessuna produzione di latte
ersatz-hecke-ersatzpflanzung,Ersatzpflanzung (Realersatz),Piantagione sostitutiva (compensazione in natura)
ersatz-hecke-monetaere-ersatzabgabe,Monetäre Ersatzabgabe (Ausnahme),Tassa di compensazione in denaro (eccezione)
erschliessungsanlagen-abwasser,Abwasser,Acque di scarico
erschliessungsanlagen-andere,Andere,Altro
erschliessungsanlagen-antennenanlage,Antennenanlage,Impianto d'antenna
erschliessungsanlagen-beschneiungsanlage,Beschneiungsanlage,Impianto d'innevamento
erschliessungsanlagen-materialablagerung,Materialablagerung und -abtrag,Deposito e asportazione di materiale
erschliessungsanlagen-pistenkorrektur,Pistenkorrektur,Correzione delle piste
erschliessungsanlagen-terrainveraenderung,Terrainveränderung,Modifica del terreno
erschliessungsanlagen-touristische-infrastruktur,Touristische Infrastruktur,Infrastruttura turistica
erschliessungsanlagen-verkehr,Verkehr (Strassen / Wege),Traffico (strade / sentieri)
erschliessungsanlagen-versorgung-entsorgung,Wasserversorgung,Approvvigionamento idrico
erschliessung-wasserversorgung-fassung-vorgesehen,Fassung vorgesehen,Captazione prevista
erschliessung-wasserversorgung-vorhanden,vorhanden,Esistente
fackel-notbetrieb-vorgesehen-ja,Ja,sì
fackel-notbetrieb-vorgesehen-nein,Nein,no
fallen-emissionen-an-ja,Ja,sì
fallen-emissionen-an-nein,Nein,no
farbton-absorberflaeche-anderer,Anderer,altro
farbton-absorberflaeche-schwarz,Schwarz/dunkel,Nera/scura
farbton-einfassungen-anderer,Anderer,altro
farbton-einfassungen-schwarz,Schwarz/dunkel,Nera/scura
fassadenverkleidung-brennbar,Brennbar,infiammabile
fassadenverkleidung-keine,Keine,nessuno
fassadenverkleidung-nicht-brennbar,Nicht brennbar,non infiammabile
fassungstyp-fest-installiert,Fest installiert,Fissa
fassungstyp-mobil,Mobil,Mobile
feststellungsverfuegung-ja,Feststellungsverfügung vom Grundbuchinspektorat und Handelsregister (Art. 84 BGBB),Decisione di accertamento dell'Ispettorato del registro fondiario e registro di commercio (art. 84 LDFR)
feststoffabfaelle-ja,Ja,sì
feststoffabfaelle-nein,Nein,no
feuerwehrzugaenglichkeit-gewaehrleistet,Gewährleistet,Garantita
feuerwehrzugaenglichkeit-nicht-gewaehrleistet,Nicht gewährleistet,Non garantita
findet-brennstofflagerung-statt-ja,Ja,sì
findet-brennstofflagerung-statt-nein,Nein,no
flachdach-brennbar,Brennbar,infiammabile
flachdach-nicht-brennbar,Nicht Brennbar,non infiammabile
fluessiggasbehaelter-unter-20-tonnen-ja,Ja,sì
fluessiggasbehaelter-unter-20-tonnen-nein,Nein,no
form-des-behaelters-kugelfoermig,kugelförmig,sferica
form-des-behaelters-prismatisch,prismatisch,a prisma
form-des-behaelters-zylindrisch-liegend,"zylindrisch, liegend","cilindrica, orizzontale"
form-des-behaelters-zylindrisch-stehend,"zylindrisch, stehend","cilindrica, verticale"
forstliche-baute-ja,Ja,sì
forstliche-baute-nein,Nein,no
fuer-aib-freigeben-ja,Dossier für Amt für Immobilienbewertung (AIB) freigeben,Rilascia il dossier per l'Ufficio per le valutazioni immobiliari (UVI)
fundationsart-andere,Andere,Altro
fundationsart-flach,"Flach (Fundamentplatte, Streifen- und Einzelfundamente)","Superficiale (piastra di fondazione, fondazione continua, plinto di fondazione)"
fundationsart-tief,Tief (Pfählung),Profonda (palificazione)
ganzes-jahr-in-betrieb-ja,Ja,sì
ganzes-jahr-in-betrieb-nein,Nein,no
gas-absperrarmatur-ausserhalb-aufstellungsraumes-ja,Ja,sì
gas-absperrarmatur-ausserhalb-aufstellungsraumes-nein,Nein,no
gasmeldeanlage-erforderlich-ja,Ja,sì
gasmeldeanlage-erforderlich-nein,Nein,no
gebaeudeart-andere,Andere,Altro
gebaeudeart-aufstellungsraum-andere,Andere,Altro
gebaeudeart-aufstellungsraum-einfamilienhaus,Einfamilienhaus,Casa unifamiliare
gebaeudeart-aufstellungsraum-mehrfamilienhaus,Mehrfamilienhaus,Casa plurifamiliare
gebaeudeart-spital-oder-heim,Spital oder Heim,Ospedale o casa di cura
gebaeudeart-wohn-oder-ferienhaus,Wohn- oder Ferienhaus,Casa di abitazione o di vacanza
gebaeudehoehe-geringe-hoehe,geringe Höhe (bis 11m),altezza contenuta (fino a 11 m)
gebaeudehoehe-hochhaus,Hochhaus (mehr als 30m),palazzo (oltre 30 m)
gebaeudehoehe-mittlere-hoehe,Mittlere Höhe (bis 30m),altezza media (fino a 30 m)
gebaeudekategorie-andere,Andere Wohngebäude (Wohngebäude mit Nebennutzung),Altri edifici abitativi (edifici abitativi con utilizzazione accessoria)
gebaeudekategorie-ausschliessliche-wohnnutzung,Gebäude mit ausschliesslicher Wohnnutzung,Edifici ad uso esclusivamente abitativo
gebaeudekategorie-ohne-wohnnutzung,Gebäude ohne Wohnnutzung,Edifici ad uso non abitativo
gebaeudekategorie-provisorische-unterkunft,Provisorische Unterkunft,Abitazioni provvisorie
gebaeudekategorie-sonderbau,Sonderbau,Costruzioni speciali
gebaeudekategorie-teilweise-wohnnutzung,Gebäude mit teilweiser Wohnnutzung,Edifici ad uso parzialmente abitativo
gebaeudevolumen-greater-3000,> 3'000m³,> 3'000m³
gebaeudevolumen-nach-norm-sia-116,SIA-116,SIA-116
gebaeudevolumen-nach-norm-sia-416,SIA-416,SIA-416
geplanter-ausbau-entnahmebrunnen,Entnahmebrunnen,Pozzo di captazione
geplanter-ausbau-kein-ausbau,Kein Ausbau/Verfüllung,Nessuno sviluppo/riempimento
geplanter-ausbau-piezometer,Piezometer,Piezometro
geplanter-ausbau-rueckgabebrunnen,Rückgabebrunnen,Pozzo di resa
gesuch-feuerpolizeiliche-bewilligung-ja,Gesuch für feuerpolizeiliche Bewilligung,Domanda per un permesso di polizia del fuoco
gesuchsunterlagen-vollstaendig-ja,Ja,sì
gesuchsunterlagen-vollstaendig-nein,Nein,no
gesuchsunterlagen-vollstaendig-nicht-beurteilbar,Nicht beurteilbar / Nachforderung erforderlich,Non valutabile / necessario chiedere precisazioni
gewaesserschutzbereich-s1,S1,S1
gewaesserschutzbereich-s2,S2,S2
gewaesserschutzbereich-s3,S3,S3
gewerbefilter-aus-metall-ja,Ja,sì
gewerbefilter-aus-metall-nein,Nein,no
grundwasserschutzzone-nicht-betroffen,Nicht betroffen,Non interessato
grundwasserschutzzone-s1,S1,S1
grundwasserschutzzone-s2,S2,S2
grundwasserschutzzone-s3,S3,S3
grundwasserschutzzone-sh,Sh,Sh
grundwasserschutzzone-sm,Sm,Sm
guellelager-neubau-oder-erweiterung-erweiterung-umbau,Erweiterung / Umbau,Ampliamento / trasformazione
guellelager-neubau-oder-erweiterung-neubau,Neubau,Nuova costruzione
haben-sie-in-ihrem-betrieb-eine-tankstelle-ja,Ja,sì
haben-sie-in-ihrem-betrieb-eine-tankstelle-nein,Nein,no
haeusliches-abwasser-in-guellegrube-ja,Ja,sì
haeusliches-abwasser-in-guellegrube-nein,Nein,no
handelt-es-sich-um-einen-subventionierten-stall-ja,Ja,sì
handelt-es-sich-um-einen-subventionierten-stall-nein,Nein,no
haustechnische-anlagen-brandschutz-ja,Ja,sì
haustechnische-anlagen-brandschutz-nein,Nein,no
heizraumzugang-direkt-vom-freien-ja,Ja,sì
heizraumzugang-direkt-vom-freien-nein,Nein,no
holzabfaelle-in-form-von-altholz-altholz,"Altholz aus Abbrüchen (z.B. Balken, Böden, Einbauten etc.)","Legno di demolizione (ad es. travi, pavimenti, rifiniture, ecc.)"
holzabfaelle-in-form-von-altholz-schalungstafeln,"Schalungstafeln, Spriessmaterial etc.","Tavolato per casseforme, materiale di sostegno, ecc."
holz-in-form-von-hackschnitzel,Hackschnitzel,Cippato
holz-in-form-von-pellets,Pellets (Qualität A1 oder A2 nach ISO 17225-5),Pellet (qualità A1 o A2 secondo ISO 17225-5)
holz-in-form-von-saegemehl-spaehne,"Sägemehl, Spähne","Segatura, trucioli"
holz-in-form-von-stueckholz,Stückholz,Ceppi di legna
industrie-und-gewerbeabwasser-ja,Ja,sì
industrie-und-gewerbeabwasser-nein,Nein,no
innenwaende-anderes,Anderes,Altro
innenwaende-holzbau,Holzbau,Costruzione in legno
innenwaende-leichtbau,Leichtbau nicht brennbar,Costruzione leggera non infiammabile
innenwaende-mauerwerk,Mauerwerk/Beton,Muratura/calcestruzzo
in-prozesskontrolle-ja,Ja,sì
in-prozesskontrolle-nein,Nein,no
installation-flachdach-ja,Ja,sì
installation-flachdach-nein,Nein,no
integriert-elektrofilter-ja,Ja,sì
integriert-elektrofilter-nein,Nein,no
integriert-ja,Ja,sì
integriert-nein,Nein,no
invasive-neophyten-hecken-ja,Ja,sì
invasive-neophyten-hecken-nein,Nein,no
invasive-neophyten-ja,Ja,sì
invasive-neophyten-nein,Nein,no
isos-ja,Ja,sì
isos-nein,Nein,no
ist-ein-gewaesser-betroffen-ja,Ja,sì
ist-ein-gewaesser-betroffen-nein,Nein,no
ist-ein-warmwasseranschluss-geplant-ja,Ja,sì
ist-ein-warmwasseranschluss-geplant-nein,Nein,no
kantonsstrassen-ja,Ja,sì
kantonsstrassen-nein,Nein,no
kein-mistwasser-ueber-die-offene-seite-der-mistplatte-abflussrinne,Abflussrinne,Canale di deflusso
kein-mistwasser-ueber-die-offene-seite-der-mistplatte-aufbordung,Aufbordung / Kleine Mauer,Bordatura / muretto
kein-mistwasser-ueber-die-offene-seite-der-mistplatte-gefaelle,Gefälle gegen die Mistplatte,Pendenza verso la piattaforma del letame
kein-mistwasser-ueber-die-offene-seite-der-mistplatte-schacht,Schacht über die gesamte Länge der offenen Seite,Pozzo su tutta la lunghezza del lato aperto
kein-mistwasser-ueber-die-offene-seite-der-mistplatte-umrandung,Umrandung auf allen vier Seiten,Bordo su tutti e quattro i lati
kocheinrichtung-keine-kocheinrichtung,Keine Kocheinrichtung,Nessuna cucina
kocheinrichtung-kochnische,Kochnische (< 4 m2),Cucinotto (< 4 m²)
kocheinrichtung-kueche,Küche (> 4 m2),Cucina (> 4 m²)
kompakte-flaeche-ja,Ja,sì
kompakte-flaeche-nein,Nein,no
komplexe-erdwaermesonden-anlage-ja,Ja,sì
komplexe-erdwaermesonden-anlage-nein,Nein,no
kontakt-ew-erfolgt-ja,Ja,sì
