id,label,info_text,placeholder,static_content,hint_text
beschreibung-zweck-der-wasserentnahme,Beschreibung,Descrizione,,,
beschreibung-zwischendecken,Beschreibung,Descrizione,,,
besondere-bedingungen,Besondere Bedingungen,Condizioni particolari,,,
bestaetigung,Bestätigung,Conferma,,,
bestaetigung-berechtigung,"Die gesuchstellende Person bestätigt, dass sie die Berechtigung auf das eBau Dossier hat. Sofern das Baugesuch nicht durch die gesuchstellende Person selbst, sondern durch eine Drittperson (z.B. Vertretung, Architekt(in), Projektverfasser(in) etc.) in eBau erfasst wurde, bestätigt diese Drittperson, welche das Baugesuch ausgefüllt hat, dass sie der gesuchstellenden Person bzw. der Bauherrschaft die Berechtigung (via Tab «Berechtigungen») auf das eBau Dossier erteilt hat.","La persona richiedente conferma di essere autorizzata ad accedere al dossier eBau. Se la domanda di costruzione non viene registrata in eBau dalla persona richiedente, bensì da una terza persona (ad es. rappresentante, architetta/o, progettista, ecc.), la terza persona che ha compilato la domanda di costruzione conferma di aver concesso alla persona richiedente o alla committenza i diritti per accedere al dossier in eBau (nella scheda «Diritti»).",,,
bestaetigung-energienachweise,"Der/die Gesuchsteller/in nimmt zur Kenntnis, dass je nach Bauvorhaben Energienachweise einzureichen sind (für Formular, Gesetze und Protokolle siehe Info-Button).","La persona richiedente prende atto che, a seconda del progetto di costruzione, dovranno essere inoltrati i certificati energetici (per consultare modulo, leggi e protocolli cliccare sul pulsante Info).",,,
bestaetigung-radon,"Die Bauherrschaft bestätigt, dass die erforderlichen Massnahmen zum Schutz vor erhöhten Radongaskonzentrationen nach den anerkannten Regeln der Baukunde getroffen werden (siehe Info-Button). Die Bauherrschaft hat zur Kenntnis genommen, dass die Bauabnahme grundsätzlich auch eine Radonmessung umfassen kann.","La committenza conferma che sono state adottate le misure necessarie secondo le regole riconosciute dell'arte di costruire per la protezione da concentrazioni elevate di radon (vedi pulsante Info). La committenza ha preso atto che di principio il collaudo può comprendere anche una misurazione del radon.",,,
bestaetigung-rechtsgueltigkeit,"Der/die Gesuchsteller/in resp. die bevollmächtigte Vertretung bestätigt mit rechtsgültiger Unterschrift, dass die elektronisch übermittelten Daten vollständig und wahrheitsgetreu ausgefüllt worden sind.",La persona richiedente risp. la persona autorizzata a rappresentarla conferma con firma valida che i dati trasmessi elettronicamente sono stati compilati in modo completo e veritiero.,,,
bestehende-anlage-ersetzt,Wird eine bestehende Anlage ersetzt?,Sostituzione di un impianto esistente?,,,
bestehende-anlage-ersetzt-feuerungsbetrieb,Wird eine bestehende Anlage ersetzt?,Sostituzione di un impianto esistente?,,,
bestehender-abflussloser-sammelschacht,"Gibt es einen bestehenden abflusslosen Sammelschacht/Sammelgrube beim Mistlagerraum, in welchem das anfallende Mistwasser gesammelt wird?",In prossimità del letamaio vi è un pozzo di raccolta/una fossa collettrice privo/a di deflusso dove viene raccolto il percolato?,,,
besteht-eine-vorabklaerungspflicht-kantonsstrasse-gefahrenzone-altlasten-etc,"Besteht eine Vorabklärungspflicht (Kantonsstrasse, Gefahrenzone, Altlasten etc.)?","È necessario un chiarimento in via preliminare (strada cantonale, zona di pericolo, siti contaminati, ecc.)?",,,
betonabbruch,Betonabbruch (m³ oder t),Calcestruzzo da demolizione (m³ o t),,,
betriebsbewilligung-nr,Betriebsbewilligung Nr.,Autorizzazione d'esercizio n.,AV-,,
letztes-betriebsjahr,Letztes Betriebsjahr,Ultimo anno d'esercizio,,,
betriebsleiter-anzahl-wohnungen,Anzahl Wohnungen,numero di abitazioni,,,
betriebsleiter-baujahr,Baujahr,Anno di costruzione,,,
betriebsleiter-bemerkungen,Bemerkungen,Osservazioni,,,
betriebsleiter-weitere-adressen,Weitere Adressen,Altri indirizzi,,,
betriebsleiterwohnhaus,Betriebsleiterwohnhaus,Abitazione del gestore dell'azienda,,,
betriebsleiterwohnhaus-titel,Betriebsleiterwohnhaus Titel,Abitazione del gestore dell'azienda titolo,,### Betriebsleiterwohnhaus,
betriebsstunden-auf-display,Betriebsstunden auf Display,Ore in servizio sul display,,,
betriebsstunden-auf-display-holzfeuerung,Betriebsstunden auf Display,Ore in servizio sul display,,,
betriebsstunden-auf-display-oel-gasfeuerung,Betriebsstunden auf Display,Ore in servizio sul display,,,
betriebsstunden-auf-display-rauchgasbehandlung,Betriebsstunden auf Display,Ore in servizio sul display,,,
betriebsstunden-hjahr,Betriebsstunden (h/Jahr),Ore in servizio (h/anno),,,
betriebsstunden-pro-jahr,Betriebsstunden pro Jahr,Ore in servizio all'anno,,,Einzel / Gesamt
betroffene-gehoelzarten,Betroffene Gehölzarten,Specie legnose interessate,,,
bewilligung-gefaehrdete-bereiche,Liegt eine Bewilligung für Bohrungen in besonders gefährdeten Bereichen vor?,È disponibile un'autorizzazione per perforazioni in settori particolarmente minacciati?,,,
bewilligungsdatum,Bewilligungsdatum,Data dell'autorizzazione,,,
bewilligungs-nr,Bewilligungs-Nr.,N. autorizzazione,AV-,,
bewilligungs-nr-fuer-bohrungen-in-besonders-gefaehrdeten-bereichen,Bewilligungs-Nr. für Bohrungen in besonders gefährdeten Bereichen,N. autorizzazione per perforazioni in settori particolarmente minacciati,AV-20,,
bewilligung-vom,Bewilligung vom,Autorizzazione del,,,
bewirtschaftung-durch,Die Bewirtschaftung erfolgt durch,La struttura viene gestita da,,,
biogener-brennstoff,Biogener Brennstoff,Combustibile biogeno,,,
biogener-brennstoff-feuerungsanlage,Biogener Brennstoff,Combustibile biogeno,,,
bisherige-abfallrechtliche-bewilligungen-titel,Bisherige abfallrechtliche Bewilligungen Titel,Precedenti autorizzazioni di diritto in materia di rifiuti titolo,,"---
#### Bisherige abfallrechtliche Bewilligungen",
bis-jahr,Jahr des Umbaus,Anno della trasformazione,,,
bitte-das-geplante-system-genau-umschreiben,Bitte das geplante System genau umschreiben:,Si prega di descrivere in dettaglio il sistema previsto:,,,
blitzschutzanlage,"Sollte das Gebäude über eine pflichtige oder eine subventionierte Blitzschutzanlage verfügen, muss die PV- Anlage gemäss den Regeln der Technik an diese angeschlossen werden","Se l'edificio dispone di un parafulmine obbligatorio o sovvenzionato, l'impianto fotovoltaico deve esservi allacciato in conformità alle regole della tecnica.",,,
blockheizkraftwerk-titel,Blockheizkraftwerk Titel,Centrale termoelettrica a blocco titolo,,"----
### Blockheizkraftwerk (BHKW)",
bodenbelaege-aus-beton,Werden sämtliche Bodenbeläge und Seitenmauern aus Beton erstellt?,Tutti i rivestimenti e i muri laterali saranno in calcestruzzo?,,,
bodenbelaege-im-treppenhaus,Bodenbeläge im Treppenhaus,Rivestimenti del pavimento nella tromba delle scale,,,
bodenbelaege-in-korridoren,Bodenbeläge in Korridoren,Rivestimenti del pavimento nei corridoi,,,
bodenbelag-laufhof,Was für ein Bodenbelag wird für den Laufhof verwendet?,Quale tipo di rivestimento viene usato per l'area di esercizio?,,,
bodenkundliche-baubegleitung,Bodenkundliche Baubegleitung,Accompagnamento pedologico,,,
bodenkundliches-fachgutachten,Bodenkundliches Fachgutachten,Perizia pedologica,,,
bohrdurchmesser,Bohrdurchmesser (mm),Diametro della trivellazione (mm),,,
bohrfirma,Bohrfirma,Azienda di trivellazione,,,
bohrfirma-brauchwasser,Bohrfirma,Azienda di trivellazione,,,
dachtyp,Dachtyp,Tipo di tetto,,,
bohrfirma-gewaesserschutzbereich,Bohrfirma,Azienda di trivellazione,,,
bohrfirma-wasserfoerderung,Bohrfirma,Azienda di trivellazione,,,
bohrtiefe,Bohrtiefe (m),Profondità di trivellazione (m),,,
bohrtiefe-der-erdwaermesonden,Bohrtiefe der Erdwärmesonden (m),Profondità di trivellazione delle sonde geotermiche (m),,,
bohrtiefe-pro-erdwaermesonde,Bohrtiefe pro Erdwärmesonde (m),Profondità di trivellazione per sonda geotermica (m),,,
bohrungen-oder-grabarbeiten,Sind Bohrungen oder grössere Grabarbeiten (z.B. tiefer als ein Untergeschoss vorgesehen) oder Grabarbeiten bei bekannten hohen Grundwasserspiegel vorgesehen?,Sono previsti trivellazioni o lavori di scavo di grande entità (ad. es. la cui profondità supera un piano interrato) oppure lavori di scavo in prossimità di livelli di falda freatica elevati?,,,
bohrverfahren,Bohrverfahren,Procedimento di trivellazione,,,
branche,In welcher Branche werden die industriellen und gewerblichen Tätigkeiten ausgeführt?,In quale settore vengono svolte le attività industriali e artigianali?,,,
branche-gemaess-noga,Branche gemäss NOGA,Settore secondo NOGA,,,
brandbekaempfung-titel,Brandbekämpfung Titel,Lotta antincendio titolo,,"---
#### Brandbekämpfung",
brandschutz-bauliche-angaben,Brandschutz - Bauliche Angaben,Protezione antincendio - indicazioni edilizie,,,
brandschutzeinrichtungen-titel,Brandschutzeinrichtungen Titel,Dispositivi antincendio titolo,,"---
#### Brandschutzeinrichtungen",
brandschutz-haustechnik,Brandschutz - Haustechnik,Protezione antincendio - impiantistica,,,
brandschutz-haustechnik-form,Brandschutz - Haustechnik,Protezione antincendio - impiantistica,,,
brandschutz-haustechnik-titel,Brandschutz Haustechnik Titel,Protezione antincendio impiantistica titolo,,"### Brandschutz - Haustechnik

#### Angaben zur Feuerungsanlage",
brandschutzkonzept,Brandschutzkonzept,Strategia antincendio,,,
brandschutzplaene,"Brandschutzpläne inkl. Grundrisse, Schnitte, Fassaden","Piani di protezione antincendio incl. planimetrie, sezioni, facciate",,,
breite,Breite (mm),Larghezza (mm),,,
brennerleistung,Brennerleistung (kW),Potenza del bruciatore (kW),,,
brennfabrikat-marke-oel-gasfeuerung,Brennfabrikat / Marke,Modello di bruciatore/marchio,,,
brennstoff,Brennstoff,Combustibile,,,
brennstofflager-titel,Brennstofflager Titel,"Deposito di combustibili titolo",,"---
#### Treib- und Brennstofflagerung",
brennstoff-titel,Brennstoff Titel,Combustibile titolo,,"----
### Brennstoff",
brennstofftyp,Brennstofftyp,Tipo di combustibile,,,
brennstofftyp-feuerungsanlage,Brennstofftyp,Tipo di combustibile,,,
brennstoffverbrauch,Brennstoffverbrauch,Consumo di combustibile,,,In kg/h oder m³/h
brennstoffverbrauch-holzfeuerung,Brennstoffverbrauch,Consumo di combustibile,,,In kg/h oder m³/h
chemische-bodenbelastung,Wird Boden aus dem Bereich Prüfperimeter für chemische Bodenbelastungen (PBB) zugeführt?,Viene apportato suolo dal settore del perimetro d'esame per i carichi chimici del suolo (PBB)?,,,"Wenn ja, bitte Resultate der geforderten Bodenuntersuchung beilegen"
complete-formal-exam,Formelle Prüfung korrekt und abgeschlossen,Verifica formale corretta e conclusa,,,
dachausrichtung,Dachausrichtung,Orientamento del tetto,,,
dach-material-und-farbe,Dach (Material und Farbe),Tetto (materiale e colore),,,
dachneigung-prozent,Dachneigung (%),Pendenza del tetto (%),,,
das-bauvorhaben-befindet-sich-in,Das Bauvorhaben befindet sich in,Il progetto edilizio si trova in,,,
das-ganze-jahr-in-betrieb,Ist die Anlage das ganze Jahr in Betrieb?,L'impianto è operativo tutto l'anno?,,,
datum-der-messung,Datum der Messung,Data della misurazione,,,Kopie Messbericht beilegen
datum-ueberpruefung-neophyten,Datum,Data,,,
dauer-der-entnahme,Dauer der Entnahme,Durata del prelievo,,,
davon-laubholz,Davon Laubholz (%),Di cui latifoglie (%),,,
deckenverkleidung-in-fluchtwegen,Deckenverkleidung in Fluchtwegen,Rivestimenti dei soffitti delle vie di fuga,,,
de-no-bhkw,De-NOₓ,De-NOₓ,,,
details-alternativenergien,Typ der Anlage,Tipo di impianto,,,
details-zentralheizung,Details Zentralheizung,Dettagli del riscaldamento centrale,,,
die-angaben-beziehen-sich-auf-das-betriebsjahr,Die Angaben beziehen sich auf das Betriebsjahr,Tutte le indicazioni si riferiscono all'anno di esercizio,,,
dieselgetriebene-motoren,Dieselgetriebene Motoren,Motori diesel,,,
dieselgetriebene-motoren-betriebsmittel-typ,"Dieselgetriebene Motoren, Betriebsmittel, Typ","Motori diesel, materiale di consumo, tipo",,,
dieselgetriebene-motoren-titel,Dieselgetriebene Motoren Titel,Motori diesel titolo,,"---
#### Dieselgetriebene Motoren",
dieselruss,Dieselruss (mg/m³),Fuliggine di diesel (mg/m³),,,
dieselruss-bhkw,Dieselruss (mg/m³),Fuliggine di diesel (mg/m³),,,
dispositionsplan-heizungsraum,Dispositionsplan Heizungsraum,Piano di disposizione del locale riscaldamento,,,
distanz-des-hydranten,Distanz des Hydranten zum Gebäude (m),Distanza dell'idrante dall'edificio (m),,,
divider,Titel Baukosten,Costi di costruzione titolo,,"---

### Approximative Baukosten / Baugespann",
dokumente,Dokumente,Documenti,,,
dokumente-ohne-pflichtdokumente,Dokumente,Documenti,,,
dossiernummer-des-bewilligten-projekts,Dossiernummer des bewilligten Projekts,Numero del dossier del progetto approvato,,,
download-eingabequittung,Download Eingabequittung (PDF),Download ricevuta (PDF),,,
druckentlastungsflaeche,Druckentlastungsfläche (m²),Superficie di decompressione (m²),,,
durchmesser,Durchmesser (mm),Diametro (mm),,,
durchmesser-ablaufleitung-fuer-fluessiggas,Durchmesser der Ablaufleitung für Flüssiggas (cm),Diametro dello scarico per gas liquefatti (cm),,,
durchmesser-guellesilo,Durchmesser (Güllesilo) (m),Diametro (deposito per il colaticcio) (m),,,
durchschnittliche-betriebsdauer-der-anlage-titel,Durchschnittliche Betriebsdauer der Anlage Titel,Durata media di esercizio dell'impianto titolo,,"---
#### Durchschnittliche Betriebsdauer der Anlage",
egid,GWR-EGID,"REA-EGID",,,
egid-nr,EGID-Nr,N. EGID,,,
eigenland,Eigenland (ha),Terreno proprio (ha),,,
einbauart,Einbauart,Modalità di installazione,,,
einfache-brandschutzplaene,Einfache Brandschutzpläne,Piani antincendio semplici,,,
eingabedaten-titel,Eingabedaten Titel,Dati titolo,,"---
#### Eingabedaten",
eingabequittung-erhalten-korrekt-und-unterschrieben,"Eingabequittung erhalten, korrekt und unterschrieben?","Ricevuta pervenuta, è corretta e firmata?",,,
eingabequittung-korrekt,"Eingabequittung erhalten, korrekt und unterschrieben?","Ricevuta pervenuta, è corretta e firmata?",,,
eingangskontrolle,Erfolgt eine Eingangskontrolle,Viene effettuato un controllo in entrata,,,
eingesetzte-stoffe,Eingesetzte Stoffe,Sostanze impiegate,,,
eingriffe-in-gewaesserschutzbereichen,Eingriffe in den Gewässerschutzbereich,Interventi nel settore di protezione delle acque,,,
einleitung-des-verfahrens,Bestätigung Eingabequittung,Conferma della ricevuta,,,
einleitungsbewilligung,Einleitungsbewilligung vorhanden?,È disponibile un'autorizzazione per l'immissione?,,,
einleitungsbewilligung-bewilligungs-nr,Bewilligungs-Nr.,N. autorizzazione,AV-,,
einliegerwohnung-max-25-zimmer,Einfamilienhaus: Einliegerwohnung (max 2.5 Zimmer),"Casa unifamiliare: abitazione supplementare (max. 2,5 locali)",,,
einreichen,Einreichen,Inoltra,,,
einreichen-button,Einreichen,Inoltra,,-,
einsatz-des-grundwassers,Einsatz des Grundwassers für,Impiego delle acque sotterranee per,,,
einsatzort,Einsatzort,Luogo dell'impiego,,,
einverstaendnis-grundeigentuemerin-vorhanden,Einverständnis Grundeigentümer/in vorhanden,È disponibile il consenso della persona proprietaria del fondo?,,,
elektrisch-kombiniert,Wäscher: Elektrisch kombiniert?,Gorgogliatore di lavaggio: a combinazione elettrica?,,,
emissionserklaerung,Emissionserklärung vorhanden?,È disponibile la dichiarazione delle emissioni?,,,
emissionserklaerung-bewilligungs-nr,Bewilligungs-Nr.,N. autorizzazione,,,
emissionserklaerung-form,Emissionserklärung,Dichiarazione delle emissioni,,,
emissionserklaerung-titel,Emissionserklärung Titel,Dichiarazione delle emissioni titolo,,### Emissionserklärung,
emissionsmessungen,Wurden bereits Emissionsmessungen an dieser Anlage durchgeführt?,In questo impianto sono già state svolte misurazioni delle emissioni?,,,
emissionsminderung-titel,Emissionsminderung Titel,Riduzione delle emissioni titolo,,#### Angaben zur Emissionsminderung,
energiebezugsflaeche,Energiebezugsfläche (m²),Superficie di riferimento energetico (m²),,,
energie-waermequelle-heizung,Energie-/Wärmequelle Heizung,"Fonte di energia/calore riscaldamento",,,
energie-waermequelle-warmwasser,Energie-/Wärmequelle Warmwasser,"Fonte di energia/calore acqua calda",,,
entfernung-ufervegetation,"Müssen Ufervegetation, Hecken oder Feldgehölze entfernt werden?","È necessario rimuovere vegetazione riparia, siepi o boschetti campestri?",,,
entfernung-von-hecken-feldgehoelzen-oder-ufervegetation,Entfernung von Hecken / Feldgehölzen oder Ufervegetation,Rimozione di siepi / boschetti campestri o vegetazione riparia,,,
entgegennahme-berechtigt,Empfänger zur Entgegennahme berechtigt?,La persona destinataria è autorizzata a ricevere i rifiuti?,,,
entnahme-bis,Bis,a,,,
entnahmebrunnen-rohrdurchmesser,Entnahmebrunnen Rohrdurchmesser (mm),Diametro del tubo del pozzo di presa (mm),,,
entnahmebrunnen-rohrdurchmesser-brauchwasser,Entnahmebrunnen Rohrdurchmesser (mm),Diametro del tubo del pozzo di presa (mm),,,
entnahmebrunnen-tiefe,Entnahmebrunnen Tiefe (m),Profondità del pozzo di presa (m),,,
entnahmebrunnen-tiefe-brauchwasser,Entnahmebrunnen Tiefe (m),Profondità del pozzo di presa (m),,,
entnahme-von,Von,da,,,
entsorgte-menge-chemikalienreste,Entsorgte Menge Chemikalienreste pro Jahr (kg),Quantità di resti di prodotti chimici smaltita all'anno (kg),,,
entsorgte-menge-farb-lackabfaelle,Entsorgte Menge Farb-/Lackabfälle pro Jahr (kg),Quantità di rifiuti di colori/vernici smaltita all'anno (kg),,,
entsorgte-menge-filtermatten-aus-spritzkabine,Entsorgte Menge Filtermatten aus Spritzkabine pro Jahr (kg),Quantità di stuoie filtranti dalla cabina di verniciatura smaltita all'anno (kg),,,
ersatz-hecke,Ersatz,Compensazione,,,
entsorgte-menge-reinigungs-entfettungsmittel-verschmutzt-pro-jahr-kg,Entsorgte Menge Reinigungs-/Entfettungsmittel verschmutzt pro Jahr (kg),Quantità di detergenti/sgrassanti inquinati smaltita all'anno (kg),,,
entsorgte-menge-weitere-sonderabfaelle,Entsorgte Menge weitere Sonderabfälle pro Jahr (kg),Quantità di altri rifiuti speciali smaltita all'anno (kg),,,
entsorgte-voc-menge,Entsorgte VOC-Menge (kg pro Jahr),Quantità di COV smaltiti (kg/anno),,,
entsorgung-dachwasser,Entsorgung Dachwasser,Smaltimento dell'acqua proveniente dai tetti,,,
entsorgung-park-und-vorplatzwasser,Entsorgung Park- und Vorplatzwasser,Smaltimento dell'acqua proveniente da posteggi e piazzole,,,
entsorgungsfirma-firmenname-und-sitz,Entsorgungsfirma (Firmenname und -sitz),Ditta di smaltimento (nome e sede),,,
entsorgungsverfahren-text,Entsorgungsverfahren,"Procedura di smaltimento",,,
entwaesserung-bemerkungen,Bemerkungen,Osservazioni,,,
entwaesserung-guellegrube,Wird das Abwasser des Milchzimmers in die Güllegrube entwässert?,Le acque di scarico del locale di trattamento del latte vengono smaltite nella fossa per il colaticcio?,,,
entwaesserung-guellegrube-warum-nicht,Warum nicht?,Perché no?,,,
entzugsleistung-aus-erdwaermesonde,Entzugsleistung aus Erdwärmesonde (kW),Potenza di estrazione dalla sonda geotermica (kW),,,
erdregisterflaeche,Erdregisterfläche (m²),Superficie dello scambiatore geotermico (m²),,,
erdregister-titel,Erdregister Titel,Scambiatore geotermico titolo,,"---
#### Erdregister",
erdwaermesonden-titel,Erdwärmesonden Titel,Sonde geotermiche titolo,,"---
#### Erdwärmesonden",
errichter-haustechnik,Errichter der Anlage,Costruttore dell'impianto,,,
errichtungsbewilligung-nr,Errichtungsbewilligung Nr.,Autorizzazione di costruzione n.,AV-,,
wochen-pro-jahr,Wochen pro Jahr,Settimane all'anno,,,
erschliessungsanlagen,Typ der Anlage,Tipo di impianto,,,
erschliessungsanlagen-beschreibung,Beschreibung,Descrizione,,,
erschliessung-wasserversorgung,Erschliessung Wasserversorgung,Urbanizzazione approvvigionamento idrico,,,
erstellungskosten,Erstellungskosten (CHF inkl. MWST),"Spese di realizzazione (CHF, IVA incl.)",,,
ertragswert-in-chf,Ertragswert in CHF,Valore di reddito in CHF,,,
erwartete-jahresleistung,Erwartete Jahresleistung (kWh/Jahr),Potenza annuale attesa (kWh/anno),,,
ewid,EWID,"EWID",,,
fabrikat,Fabrikat,Modello,,,
fabrikat-abgasanlage,Fabrikat,Modello,,,
fabrikat-absetzkammer,Fabrikat Absetzkammer,Modello bacino di decantazione,,,
fabrikat-einzelfeuerung,Fabrikat,Modello,,,
fabrikat-elektrofilter,Fabrikat Elektrofilter,Modello elettrofiltro,,,
fabrikat-entschwadungseinrichtung,Fabrikat Entschwadungseinrichtung,Modello dispositivo di dispersione del vapore,,,
fabrikat-entstickungseinrichtung,Fabrikat Entstickungseinrichtung,Modello dispositivo di denitrificazione,,,
fabrikat-gasmeldeanlage,Fabrikat,Modello,,,
lufttechnische-anlagen-titel,Lufttechnische Anlagen Titel,Impianti tecnici di ventilazione titolo,,"---
#### Lufttechnische Anlagen",
fabrikat-gewerbefilter,Fabrikat Gewerbefilter,Modello filtro commerciale,,,
fabrikationsnummer,Fabrikationsnummer,Numero di fabbricazione,,,
fabrikat-marke,Fabrikat / Marke,Modello/marchio,,,
fabrikat-rekuperator,Fabrikat Rekuperator,Modello recuperatore,,,
fabrikat-typ-der-anlage,"Fabrikat, Typ der Anlage","Modello, tipo di impianto",,,evtl. Prospekt beilegen
fabrikat-waermepumpe,Fabrikat,Modello,,,
fabrikat-waescher,Fabrikat Wäscher,Modello gorgogliatore di lavaggio,,,
fabrikat-zyklonabscheider,Fabrikat Zyklonabscheider,Modello filtro a ciclone,,,
fachservice-betriebsstundenintervall,Fachservice erfolgt nach welchem Betriebsstundenintervall,Dopo quante ore di operatività viene effettuata la manutenzione,,,
fachservice-durch-firma,Fachservice durch (Firma),Manutenzione ad opera di (ditta),,,
fachservice-erfolgt-durch,Fachservice erfolgt durch (Firma),Manutenzione ad opera di (ditta),,,
fackel-notbetrieb-vorgesehen,Fackel-Notbetrieb vorgesehen,È previsto un esercizio d'emergenza con torcia,,,
fallen-emissionen-an,Fallen Emissionen an?,Risultano delle emissioni?,,,
farbton-absorberflaeche,Farbton Absorberfläche,Tonalità di colore della superficie assorbente,,,
farbton-einfassungen,Farbton Einfassungen,Tonalità di colore dei telai,,,
findet-brennstofflagerung-statt,Findet eine Treib- bzw. Brennstofflagerung statt?,Vengono stoccati carburanti o combustibili?,,,
fassade-material-und-farbe,Fassade (Material und Farbe),Facciata (materiale e colore),,,
fassadenverkleidung,Fassadenverkleidung,Rivestimento delle facciate,,,
fassungstyp,Fassungstyp,Tipo di captazione,,,
festsoffe-bhkw,Festsoffe (mg/m³),Materiale solido (mg/m³),,,
feststellungsverfuegung,Feststellungsverfügung vom Grundbuchinspektorat und Handelsregister (Art. 84 BGBB),Decisione di accertamento dell'Ispettorato del registro fondiario e registro di commercio (art. 84 LDFR),,,
feststoffabfaelle,Entstehen Feststoffabfälle?,Vengono prodotti rifiuti solidi?,,,
feststoffabfaelle-art-der-kontrolle,Art der Kontrolle,Tipo di controllo,,,
feststoffabfaelle-haeufigkeit,Häufigkeit,Frequenza,,,
feststoffabfaelle-verfahren-geraet,Verfahren / Gerät,Procedura / dispositivo,,,
feststoffe,Feststoffe (mg/m³),Materiale solido (mg/m³),,,
feuerungsanlagen,Feuerungsanlagen,Impianti di combustione,,,
feuerungsanlagen-titel,Feuerungsanlagen Titel,Impianti a combustione titolo,,### Feuerungsanlagen,
feuerungswaermeleistung,Feuerungswärmeleistung (kW),Potenza termica (kW),,,
feuerungswaermeleistung-bhkw,Feuerungswärmeleistung (kWFWL),Potenza termica (kWPT),,,
feuerungswaermeleistung-holzfeuerung,Feuerungswärmeleistung (kWFWL),Potenza termica (kWPT),,,
feuerungswaermeleistung-oel-gasfeuerung,Feuerungswärmeleistung (kWFWL),Potenza termica (kWPT),,,
feuerwehrzugaenglichkeit,Feuerwehrzugänglichkeit,Accessibilità per il corpo pompieri,,,
flachdach,Flachdach (oberste Schicht),Tetto piano (strato superiore),,,
flaeche,Fläche (ha),Superficie (ha),,,
flaeche-der-ersatzpflanzung,Fläche der Ersatzpflanzung (m²),Superficie della piantagione sostitutiva (m²),,,
flaeche-hecken,Fläche (m²),Superficie (m²),,,
flaeche-in-m2,Fläche,"Superficie",,,
fluessiggasbehaelter-unter-20-tonnen,Wird ein ortsfester Flüssiggasbehälter mit einer Lagermenge unter 20 Tonnen installiert?,Viene installato un serbatoio fisso per gas liquefatto con una capacità di stoccaggio inferiore a 20 tonnellate?,,,
fluessiggasfirma,Flüssiggasfirma,Fornitore di gas liquefatto,,,
form-des-behaelters,Form des Behälters,Forma del serbatoio,,,
forstliche-baute,Handelt es sich um eine forstliche Baute oder Anlage?,"Si tratta di un edificio o di un impianto forestale?",,,
frist-zur-maengelbehebung,Frist zur Mängelbehebung,Termine entro il quale devono essere colmate le lacune,,,
fuellmenge,Füllmenge (kg),Capienza (kg),,,
fuellmenge-erdregister,Füllmenge (Liter),Capienza (litri),,,
fuer-aib-freigeben,Dossier für Amt für Immobilienbewertung (AIB) freigeben,Rilascia il dossier per l'Ufficio per le valutazioni immobiliari (UVI),,,
fundationsart,Fundationsart,Tipo di fondazione,,,
ganzes-jahr-in-betrieb-feuerungsbetrieb,Ist die Anlage über das ganze Jahr in Betrieb,L'impianto è operativo tutto l'anno?,,,
gas-absperrarmatur-ausserhalb-aufstellungsraumes,Automatische Gas-Absperrarmatur ausserhalb des Aufstellungsraumes?,Valvola automatica di intercettazione del gas fuori dal locale di installazione?,,,
gasmeldeanlage-erforderlich,Gasmeldeanlage erforderlich?,È necessario un rilevatore di gas?,,,
gasrueckfuehr-system,Gasrückführ-System,Sistema di recupero dei gas,,,
gebaeudeart,Gebäudeart,Tipo di edificio,,,
gebaeudeart-aufstellungsraum,Gebäudeart,Tipo di edificio,,,
gebaeudehoehe,"Gebäudehöhe gemäss VKF-Brandschutzrichtlinie 10-15 ""Begriffe und Definitionen"",  Gesamthöhe","Altezza dell'edificio in base alla direttiva della protezione antincendio AICAA 10-15 «Nozioni e definizioni», altezza complessiva",,,Gesamthöhe nach Interkantonale Vereinbarung über die Harmonisierung der Baubegriffe (IVHB)
gebaeudehoehen-titel,Gebäudehöhen Titel,Altezze degli edifici titolo,,"---
#### Gebäudehöhen",
gebaeudekategorie,Gebäudekategorie,Categoria di edificio,,,
gebaeudekubatur,Gebäudekubatur (m³ nach SIA 416),Volume dell'edificio (m³ secondo SIA 416),,,
gebaeudenummer-bezeichnung,Amtliche Gebäudenummer,Numero ufficiale dell'edificio,z.B. MFH A,,
gebaeude-und-anlagen,Gebäude und Anlagen,Edifici e impianti,,,
gebaeudevolumen,Landwirtschaftliche Bauten: Gebäudevolumen (m³),Edifici rurali: volume dell'edificio (m³),,,
gebaeudevolumen-m,Gebäudevolumen nach SIA-416 (m³),Volume dell'edificio secondo SIA 416 (m³),,,
gebaeudevolumen-nach-norm,Gebäudevolumen nach Norm,Volume dell'edificio secondo norma,,,
gefaehrdete-umliegende-objekte,Schutzbestände,Distanze di sicurezza,,,
geologiebuero,Geologiebüro,Studio di geologia,,,
geplante-nutzung-installierte-pumpenleistung,Installierte Pumpenleistung (l/min),Potenza installata pompa (l/min),,,
geplante-nutzung-maximale-foerdermenge,Maximale Fördermenge (l/min),Portata massima (l/min),,,
gesuch-feuerpolizeiliche-bewilligung,Gesuch für feuerpolizeiliche Bewilligung,Domanda per un permesso di polizia del fuoco,,,
geplante-nutzung-rueckgabe,Rückgabe,Restituzione,,,
geplante-nutzung-titel,Geplante Nutzung Titel,Utilizzo pianificato titolo,,"---
#### Geplante Nutzung",
geplanter-ausbau,Geplanter Ausbau (bei Eignung),Sviluppo pianificato (in caso di idoneità),,,
