waermepumpenanlage-titel,### Gesuch um Bewilligung einer Wärmepumpenanlage,### Domanda per l'autorizzazione di una pompa termica
waermepumpenanlage-untertitel,"---
#### Wärmepumpenanlage","---
#### Pompa termica"
waermequelle-titel,"---
#### Wärmequelle","---
#### Fonte di calore"
wasserentnahme-aus-oberflaechengewaessern-titel,### Wasserentnahme aus Oberflächengewässern,### Prelievo da acque di superficie
wasserfoerderung-titel,"---
#### Wasserförderung","---
#### Pompaggio dell'acqua"
weitere-materielle-pruefung,"---
#### Weitere materielle Prüfung gemäss Baugesetz der Gemeinde durchgeführt","---
#### Altro esame materiale conformemente alla legge edilizia del comune"
wohn-oder-ferienhaus-titel,"---
#### Wohn- oder Ferienhaus","---
#### Abitazione o casa di vacanza"
zonenkonformitaet-titel,"---
#### Zonenkonformität","---
#### Conformità alla zona"
hinweis-gis,"#### Lokalisierung

Bitte tragen Sie die Adresse Ihres Bauvorhabens in die Zeile ein oder klicken Sie in die nachfolgende Karte um die Lage des Bauvorhabens in der Karte zu verorten. 

Sie können einen Punkt, eine Linie oder eine Fläche in der Karte zeichnen.","#### Localizzazione

Indicare l'indirizzo del progetto di costruzione nella riga o cliccare sulla cartina successiva per indicare la posizione esatta del progetto. 

Sulla cartina è possibile disegnare un punto, una linea o una superficie."
hinweis-personalien,"<div class=""uk-alert""><p>Wenn die hier erfasste Person zusätzlich Zugang zum Dossier erhalten und über dessen Bearbeitungsfortschritt informiert werden soll, erfassen Sie diese im Menü ""Berechtigungen"".</p>

<p>Um auf das Dossier zuzugreifen, muss die eingeladene Person auf dem eBau Portal registriert sein. Falls dies noch nicht der Fall ist, wird bei der Einladung automatisch eine E-Mail mit einem Link zur Registrierung versendet.</p></div>","<div class=""uk-alert""><p>Se la persona registrata deve avere accesso anche al dossier e deve essere informata in merito allo stato di avanzamento dell'evasione, può essere registrata al menu «Diritti».</p>

<p>Per accedere al dossier la persona invitata deve essere registrata sul portale eBau. Se ciò non è ancora avvenuto, al momento dell'invito viene inviata automaticamente un'e-mail con un link che permetterà di procedere alla registrazione.</p></div>"
hinweis-pilotphase,"**Bitte beachten:** Im Moment können nur in folgenden Gemeinden Gesuche digital eingereicht werden:

<style>
table.columnwise {
  display: table;
}
table.columnwise tr {
  display: table-cell;
  width: 33%;
}
table.columnwise tr td {
  display: block;
}
</style>
<table class=""columnwise"" style=""width:100%"">
  <tr>
    <td>Bergün Filisur</td>
    <td>Bonaduz</td>
    <td>Breil/Brigels</td>
    <td>Domleschg</td>
    <td>Felsberg</td>
    <td>Fideris</td>
    <td>Fläsch</td>
    <td>Furna</td>
  </tr>
  <tr>
    <td>Grüsch</td>
    <td>Jenaz</td>
    <td>Jenins</td>
    <td>Klosters</td>
    <td>Küblis</td>
    <td>Luzein</td>
    <td>Masein</td>
    <td>Pontresina</td>
  </tr>
  <tr>
    <td>Samedan</td>
    <td>Schiers</td>
    <td>Seewis im Prättigau</td>
    <td>Tschiertschen-Praden</td>
    <td>Tujetsch</td>
    <td>Untervaz</td>
    <td>Zizers</td>
    <td>&nbsp;</td>
  </tr>
</table>","**Attenzione:** al momento è possibile inoltrare in forma digitale solo le domande dei comuni seguenti:

 "
personalien-titel,### Personalien,### Dati personali
materielle-pruefung-titel,### Materielle Prüfung,### Esame materiale
hinweis-publikationsdokumente,"**Bitte beachten Sie, dass die Dokumente, welche publiziert werden sollen, im Voraus als Publikationsdokumente in der Dokumentenablage markiert werden müssen.**",**Si prega di osservare che i documenti che devono essere pubblicati devono essere contrassegnati in precedenza come documenti da pubblicare nell'archivio di documenti.**
